id,question,options,answer,level,subIndex,isPremium,blockId,createdAt,updatedAt
B36-S2,Order the code for BLOCK-36 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-36,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-E1,Order the code for BLOCK-37 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-E2,Order the code for BLOCK-37 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-M1,Order the code for BLOCK-37 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-M2,Order the code for BLOCK-37 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-S1,Order the code for BLOCK-37 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B37-S2,Order the code for BLOCK-37 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-37,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-E1,Order the code for BLOCK-38 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-E2,Order the code for BLOCK-38 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-M1,Order the code for BLOCK-38 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-M2,Order the code for BLOCK-38 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-S1,Order the code for BLOCK-38 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B38-S2,Order the code for BLOCK-38 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-38,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-E1,Order the code for BLOCK-39 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-E2,Order the code for BLOCK-39 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-M1,Order the code for BLOCK-39 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-M2,Order the code for BLOCK-39 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-S1,Order the code for BLOCK-39 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B39-S2,Order the code for BLOCK-39 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-39,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B40-E1,Order the code for BLOCK-40 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-40,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B40-E2,Order the code for BLOCK-40 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-40,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B40-M1,Order the code for BLOCK-40 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-40,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B40-M2,Order the code for BLOCK-40 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-40,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B40-S1,Order the code for BLOCK-40 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-40,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B40-S2,Order the code for BLOCK-40 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-40,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B41-E1,Order the code for BLOCK-41 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-41,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B41-E2,Order the code for BLOCK-41 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-41,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B41-M1,Order the code for BLOCK-41 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-41,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B41-M2,Order the code for BLOCK-41 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-41,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B41-S1,Order the code for BLOCK-41 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-41,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B41-S2,Order the code for BLOCK-41 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-41,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B42-E1,Order the code for BLOCK-42 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-42,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B42-E2,Order the code for BLOCK-42 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-42,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B42-M1,Order the code for BLOCK-42 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-42,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B42-M2,Order the code for BLOCK-42 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-42,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B42-S1,Order the code for BLOCK-42 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-42,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B42-S2,Order the code for BLOCK-42 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-42,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B43-E1,Order the code for BLOCK-43 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-43,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B43-E2,Order the code for BLOCK-43 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-43,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B43-M1,Order the code for BLOCK-43 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-43,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B43-M2,Order the code for BLOCK-43 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-43,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B43-S1,Order the code for BLOCK-43 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-43,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B43-S2,Order the code for BLOCK-43 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-43,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B44-E1,Order the code for BLOCK-44 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-44,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B44-E2,Order the code for BLOCK-44 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-44,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B44-M1,Order the code for BLOCK-44 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-44,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B44-M2,Order the code for BLOCK-44 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-44,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B44-S1,Order the code for BLOCK-44 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-44,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B44-S2,Order the code for BLOCK-44 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-44,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B45-E1,Order the code for BLOCK-45 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-45,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B45-E2,Order the code for BLOCK-45 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-45,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B45-M1,Order the code for BLOCK-45 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-45,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B45-M2,Order the code for BLOCK-45 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-45,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B45-S1,Order the code for BLOCK-45 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-45,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B45-S2,Order the code for BLOCK-45 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-45,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B46-E1,Order the code for BLOCK-46 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-46,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B46-E2,Order the code for BLOCK-46 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-46,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B46-M1,Order the code for BLOCK-46 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-46,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B46-M2,Order the code for BLOCK-46 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-46,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B46-S1,Order the code for BLOCK-46 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-46,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B46-S2,Order the code for BLOCK-46 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-46,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B47-E1,Order the code for BLOCK-47 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-47,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B47-E2,Order the code for BLOCK-47 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-47,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B47-M1,Order the code for BLOCK-47 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-47,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B47-M2,Order the code for BLOCK-47 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-47,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B47-S1,Order the code for BLOCK-47 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-47,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B47-S2,Order the code for BLOCK-47 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-47,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B48-E1,Order the code for BLOCK-48 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-48,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B48-E2,Order the code for BLOCK-48 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-48,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B48-M1,Order the code for BLOCK-48 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-48,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B48-M2,Order the code for BLOCK-48 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-48,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B48-S1,Order the code for BLOCK-48 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-48,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B48-S2,Order the code for BLOCK-48 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-48,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B49-E1,Order the code for BLOCK-49 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-49,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B49-E2,Order the code for BLOCK-49 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-49,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B49-M1,Order the code for BLOCK-49 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-49,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B49-M2,Order the code for BLOCK-49 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-49,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B49-S1,Order the code for BLOCK-49 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-49,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B49-S2,Order the code for BLOCK-49 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-49,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B50-E1,Order the code for BLOCK-50 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-50,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B50-E2,Order the code for BLOCK-50 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-50,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B50-M1,Order the code for BLOCK-50 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-50,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B50-M2,Order the code for BLOCK-50 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-50,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B50-S1,Order the code for BLOCK-50 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-50,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B50-S2,Order the code for BLOCK-50 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-50,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B51-E1,Order the code for BLOCK-51 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-51,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B51-E2,Order the code for BLOCK-51 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-51,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B51-M1,Order the code for BLOCK-51 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-51,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B51-M2,Order the code for BLOCK-51 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-51,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B51-S1,Order the code for BLOCK-51 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-51,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B51-S2,Order the code for BLOCK-51 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-51,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B52-E1,Order the code for BLOCK-52 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-52,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B52-E2,Order the code for BLOCK-52 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-52,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B52-M1,Order the code for BLOCK-52 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-52,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B52-M2,Order the code for BLOCK-52 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-52,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B52-S1,Order the code for BLOCK-52 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-52,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B52-S2,Order the code for BLOCK-52 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-52,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B53-E1,Order the code for BLOCK-53 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-53,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B53-E2,Order the code for BLOCK-53 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-53,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B53-M1,Order the code for BLOCK-53 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-53,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B53-M2,Order the code for BLOCK-53 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-53,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B53-S1,Order the code for BLOCK-53 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-53,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B53-S2,Order the code for BLOCK-53 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-53,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B54-E1,Order the code for BLOCK-54 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,1,False,BLOCK-54,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B54-E2,Order the code for BLOCK-54 (ENTRY):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",ENTRY,2,False,BLOCK-54,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B54-M1,Order the code for BLOCK-54 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,1,True,BLOCK-54,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B54-M2,Order the code for BLOCK-54 (JUNIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",JUNIOR,2,True,BLOCK-54,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B54-S1,Order the code for BLOCK-54 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,1,True,BLOCK-54,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
B54-S2,Order the code for BLOCK-54 (SENIOR):,"{""def __init__(self):"", ""self.name = name"", ""class Jenga:""}","{2, 0, 1}",SENIOR,2,True,BLOCK-54,2026-03-30T16:13:33.168916,2026-03-30T16:13:33.168916
